5904	2552
2346	2437
3497	2240
1310	243
4034	1786
1313	822
743	949
6409	2777
152	636
5886	521
1636	1772
5768	3762
9761	1389
8081	4152
7922	4131
1401	766
968	759
1875	1790
9840	1036
7267	2171
3433	2459
437	744
3827	1712
310	820
5446	728
2721	933
3575	1785
1217	973
10477	1260
6999	3918
3610	1066
777	478
290	835
1018	745
919	743
6441	1444
518	477
2848	1736
6332	2173
2491	68
2014	2183
7478	2638
405	747
3185	2067
7612	2608
1508	813
3368	2101
6638	2168
607	795
5950	1786
579	1023
11153	1
1140	740
6691	3867
1121	820
4947	1340
3362	1856
4013	2252
1263	1542
4194	3465
8081	620
9442	1274
4180	1482
12438	1638
454	826
1418	846
11924	883
1889	2064
2760	2664
155	653
3938	302
8099	3612
161	174
889	1021
10045	4499
415	1055
5086	3604
6815	747
4194	2543
959	883
7804	3095
1375	878
160	674
9433	3483
138	463
4174	3447
12484	1607
7929	872
12432	4242
3581	3117
12499	4683
14505	57
7308	698
9681	4291
15314	1673
395	871
427	1067
829	1332
1526	676
147	491
87	65
1889	2086
2461	177
5056	70
6753	3641
698	863
135	167
1951	2144
236	823
11936	910
1909	1067
738	808
6230	1076
3706	3166
6215	1496
436	869
386	927
928	661
163	726
4137	3436
8079	68
5182	1452
7094	2822
1343	827
3720	2128
8149	1000
4661	12
4569	1066
4194	2547
1922	2119
4432	1821
673	906
116	261
10335	1037
310	972
7195	2949
3497	3076
6663	3795
10045	4489
4757	1037
3299	348
4609	3593
192	797
5504	925
5152	875
11900	106
11293	882
301	845
7286	2200
4522	2983
2844	716
420	820
2464	2520
2049	319
6331	1222
3701	1006
764	760
4061	1930
4366	3543
6007	2608
3262	3000
1048	795
4536	740
4685	391
10045	4432
10519	1039
3072	1969
5023	325
13746	1037
1506	870
167	731
14643	1327
3651	3143
1307	243
7292	257
108	209
1926	2123
7700	4073
6647	287
3275	1175
14336	3496
1431	1381
2760	2666
5113	321
8147	875
3943	1785
6389	1834
4535	211
3125	2904
658	248
1759	1897
7098	2697
7589	2171
2347	2443
10051	4121
12024	699
7727	3590
86	69
4775	3626
7400	1964
2524	245
1599	1727
3968	3303
1521	1345
3018	2827
2149	1341
5446	870
5747	1036
270	926
4735	766
1373	1581
8226	1277
834	813
1749	1886
3487	19
11979	1080
2251	2329
3386	3040
742	1260
235	813
615	1204
793	1312
6868	3579
9349	820
1013	1098
7741	3247
3153	1490
2729	2650
12481	3190
3584	245
4999	397
123	170
7957	3787
7707	1793
322	820
3090	1699
2556	671
3090	2887
2880	2208
7570	966
4327	1177
4340	933
3375	2173
4966	2171
7859	1308
3314	2284
7308	3987
1010	811
453	1061
7741	3245
1347	872
5243	808
869	1267
1729	1875
604	969
1017	872
4020	320
7729	3590
3124	2902
1840	1985
6855	3579
5941	1416
372	1022
6463	1589
1048	873
944	850
6543	3846
4882	3654
1548	814
5166	2393
1937	481
6877	915
5213	243
3222	2978
1697	1839
1969	2161
1284	837
3968	3300
2376	1075
182	728
1519	872
322	814
7909	3563
10095	865
180	763
6251	1444
9456	4140
1735	1880
4303	2173
253	287
195	804
5720	927
9227	4239
183	774
4510	3245
11979	4152
7477	1964
6260	561
2886	260
12484	1622
1028	843
2830	420
10045	1532
9685	729
1017	795
8428	837
4294	906
105	172
687	837
10703	4264
768	1290
135	450
709	872
12441	1590
102	6
3263	2754
2534	365
474	826
2951	1716
960	826
2604	2602
7844	998
4467	3572
2692	2038
1599	1114
2388	1716
1541	861
160	314
3893	3230
10045	76
7239	1269
1076	1454
1826	664
4143	1950
2081	2230
11055	2437
425	894
316	771
6476	2138
5451	824
6878	1487
10703	4623
134	443
2392	307
11167	648
4071	2467
132	362
2479	1174
4631	900
791	759
10055	4589
6868	3240
2579	722
1212	986
5590	58
29	63
186	327
1053	729
4348	2395
1648	1784
1995	561
12438	1589
10045	3722
135	179
230	747
1344	1214
9616	132
7641	2299
8183	873
12484	1602
7640	2299
1407	745
3262	526
14289	4217
3654	716
3617	3099
9627	1087
9681	4306
757	1027
5789	1087
11922	883
5345	1038
3726	1907
3250	300
1287	894
29	62
5600	3748
7346	1288
1158	1133
1333	810
10396	4120
568	1161
3826	1945
658	1220
2411	1175
1964	1763
2449	2510
6876	1140
5552	1219
156	657
8285	3245
1141	813
5523	3733
11921	885
355	883
6740	3871
112	238
3551	1092
9483	248
1067	1105
3262	2519
4134	1515
6646	2242
6773	3552
7783	940
4685	390
2962	2774
2371	326
3917	3283
1521	1655
10045	688
524	733
14563	1
2944	795
1217	760
781	807
2462	2519
5914	872
6580	58
6656	3257
1819	1919
4058	494
10306	795
1935	2135
6275	2105
297	952
607	872
2194	2293
2722	2645
7579	3302
12	28
3314	1384
3060	2865
4630	20
8149	4166
11142	40
4061	1928
1245	861
4135	2344
6392	0
1223	1510
401	825
3547	2339
8303	478
38	10
1521	1608
5713	3671
8460	882
818	770
10472	883
801	1153
5111	1429
2112	2246
6344	2173
5164	986
2041	2202
8928	1223
2373	2466
1870	1851
6665	1950
3585	3136
4727	3617
1175	1494
7689	4037
10313	2327
7401	838
13721	4690
738	329
2689	2640
173	755
10530	4134
4562	280
6680	1618
1088	77
2207	1952
8227	478
160	686
4559	739
259	898
3410	664
2429	2493
147	534
12452	1589
7390	3934
4259	473
4290	2174
2889	2715
4766	3611
105	181
7026	1529
1121	760
5417	243
9669	3020
13938	1327
7744	1715
12499	1626
7332	2120
666	661
6599	3855
781	812
2796	2684
361	287
1694	1834
10045	4450
152	637
6158	2836
564	728
5830	740
1217	814
6044	883
12438	1637
28	57
12142	820
6659	1139
8081	4151
5931	737
3294	2140
1175	883
10045	3557
3734	933
1530	1048
4345	3525
6910	1021
4639	878
115	259
652	287
6306	1185
374	760
7360	2168
6882	177
1840	1988
480	994
8099	134
1508	814
141	145
7338	1345
7116	886
1217	287
3069	2882
1611	1733
6656	3258
9685	1270
369	950
1541	814
8149	3130
1217	868
3262	1778
9681	4292
6425	321
557	873
553	744
1130	861
6928	927
3262	1782
8928	1038
8928	4229
5776	1036
983	286
4012	151
3262	533
10045	4516
1274	842
4614	977
1569	399
160	678
2963	2620
2434	2495
522	1127
1290	963
9442	4231
6738	883
63	68
12020	4262
801	837
119	304
5492	728
1663	1788
2174	2282
844	796
5925	766
7751	4093
4290	1691
7295	3973
9442	47
402	963
10045	4536
4544	867
8096	873
1627	1008
14139	91
2213	2191
6825	2815
1068	739
2381	177
716	248
5524	408
1054	795
434	963
6389	1222
1001	795
549	648
7877	972
358	1011
350	1001
3724	2268
9740	1039
7955	861
1772	1929
7098	2823
3944	3286
13090	76
1872	2049
12438	1560
522	826
8096	872
3540	2392
3394	1467
1889	1423
2035	1752
9227	4234
11846	327
2617	321
14536	3706
7495	1444
1139	1013
1358	1579
8071	947
3921	2633
490	832
942	822
10856	843
443	965
9681	4276
13261	1519
4724	3616
317	979
9681	4320
1729	1876
11982	4676
460	924
717	861
4678	828
2490	2530
6968	1687
2962	604
11124	88
11977	454
5632	2171
12581	735
7451	1444
7939	3742
6485	2451
2061	2207
1725	1871
4674	325
1295	759
147	561
4134	734
14570	3943
1851	320
359	845
298	956
7959	1145
897	1085
744	1264
8149	3153
14141	3746
5721	3619
3667	300
4437	671
9564	1026
6657	3864
3985	2417
7894	125
4424	3558
5959	3208
358	861
152	641
12432	4244
4891	1488
3856	3219
707	814
744	819
2803	2687
3260	2989
343	995
2729	2649
2572	2578
1431	771
204	728
2966	2809
9681	4284
147	538
7900	4123
2106	2245
5397	134
3723	1708
2407	2482
155	654
6789	225
7057	40
6145	257
3584	2533
2556	2565
2589	2591
168	733
690	815
1526	1021
2378	2069
885	1366
1323	1568
11930	325
736	454
6233	397
13	16
395	861
3105	1827
4293	1840
1191	1097
105	146
12866	4036
182	743
3565	2859
2600	882
8119	3778
608	861
4319	3414
270	923
31	66
10917	4142
464	814
8475	3754
6607	1191
9260	770
1287	947
6020	3800
9791	3787
6762	1076
118	295
133	425
3697	3162
12438	1628
2703	2642
4582	1044
11146	886
10045	4445
3416	2736
5537	870
1008	648
2010	1890
830	1334
9650	648
14540	109
688	974
3893	2433
2251	2350
8149	1560
4250	3493
11977	1321
3266	3012
3535	2820
4778	20
2694	239
7963	820
3632	1933
6192	1175
101	14
3353	3032
7805	3943
1771	1925
5022	796
891	839
3060	2867
6855	3241
222	628
3612	1075
2724	2647
2832	245
7331	1055
10008	1523
7518	3237
8300	3736
3754	3184
517	765
1034	147
6462	3466
3740	1413
3676	2251
464	759
3653	1225
4558	759
11974	245
1651	1786
8149	1594
2482	1076
3912	2395
7346	1296
9227	4243
3443	1444
7940	1545
11921	1280
330	760
1138	1350
7518	3243
927	860
6201	3801
1111	745
2204	533
3511	2154
1135	750
6836	3869
1121	759
380	1030
7326	3188
916	759
706	816
728	814
436	245
2962	2764
2416	1543
5386	3715
434	835
7308	2824
4736	388
1521	1346
1200	381
3961	3293
212	735
4129	2322
7758	1821
4138	1832
3874	2489
2952	1191
4629	3596
455	1079
8140	324
907	869
1325	1027
2622	1786
4155	3443
285	924
670	1224
1179	822
5797	81
3122	1075
3251	481
4211	3482
7686	1346
2962	2772
2680	245
6778	2393
3039	494
7355	533
4959	3670
1880	303
5784	3770
1115	814
319	497
3856	2835
5495	814
2251	2339
4539	648
10045	3612
6782	1105
8149	502
8081	1567
9315	2215
6697	838
2660	2627
3172	2557
3968	3306
4782	1432
3175	1584
8257	1228
3497	3075
477	744
7753	4094
2251	2269
2858	1959
6343	882
998	676
9227	4241
7820	883
14084	1031
5473	2528
736	972
104	142
3968	3298
7264	3952
3426	1906
1311	1552
2377	2389
7592	1950
2987	1716
9227	1274
145	257
1538	1184
4354	3195
593	12
2778	2139
3882	1716
3487	2513
2979	1847
2556	2567
921	971
5374	883
10703	4626
3423	3049
107	204
558	478
8149	4196
2951	0
7595	1950
1558	1691
3162	2934
5551	820
12438	1614
2251	2365
8149	4176
1778	1934
7560	929
7582	1529
614	870
3069	2760
395	873
6994	3914
4701	852
5073	12
6529	886
7593	1950
1840	481
3535	3091
4601	2393
5971	3791
9383	744
10602	3749
8088	286
7035	2816
10354	887
6369	1523
13854	2213
5451	769
12688	0
6079	2112
1530	965
5502	870
20	18
5839	759
5524	396
4061	1929
5828	820
147	517
157	659
2783	1081
4112	838
7464	1529
12484	135
3448	1698
11758	478
3630	3138
1567	1696
1850	1529
7857	911
1123	838
4686	3576
593	1181
4282	478
1864	2032
8475	509
302	727
6723	3547
7503	2454
1195	1135
6482	2830
3955	838
235	862
9315	261
5636	1016
203	819
2438	2502
166	730
14621	4608
880	850
2344	1847
803	477
8314	759
842	735
1620	1752
7341	1734
3125	2906
2709	2180
5917	3593
6910	3630
3858	1950
113	245
118	291
450	850
939	941
2518	2174
6770	3528
891	926
2661	245
2910	2730
13720	4715
1193	287
3816	177
4621	824
5935	561
3490	1513
8149	1622
6474	2437
9725	280
186	408
1321	1027
890	953
5684	691
10045	4555
1879	2054
5280	3624
1771	1092
3584	3128
885	408
4946	12
3903	1482
7486	3807
12432	4233
4376	3245
10999	735
3350	494
1333	809
1521	1658
4079	2466
269	760
8080	2523
3922	3284
14119	1632
3632	1932
636	318
892	339
12484	1633
223	743
3060	2857
906	1383
6821	3890
10818	1432
14604	4139
6502	3258
11979	515
246	648
6841	2816
2346	1487
5674	93
5124	2175
132	172
8144	941
2819	481
10200	3668
7377	390
7222	1950
4607	248
917	871
10045	4544
1038	826
14540	111
1315	740
11726	12
11920	1031
7564	843
273	933
12701	1535
6897	2608
6276	2173
26	7
7372	318
4470	859
10149	1970
8300	1501
8228	98
351	769
1530	964
6009	838
1449	453
4761	861
1740	1515
4594	1036
8093	2584
3172	2939
699	820
1214	862
12492	539
8149	4186
2565	177
1210	760
131	350
793	536
1363	765
6898	0
574	865
7607	0
14448	1242
11853	3746
11963	1348
1500	771
269	923
2176	2283
1094	648
991	1410
1023	243
12589	886
2511	1170
4272	3401
301	243
14691	4118
351	871
4501	978
395	814
10045	4521
6481	1532
4868	3652
4431	928
1521	1603
7586	4057
1089	257
742	1262
7032	3900
3300	2992
1261	477
4056	3369
8038	287
297	950
910	1240
933	1393
1520	1592
2849	1527
3985	3266
948	328
3154	1385
3054	2729
1681	0
489	974
4712	12
1505	740
750	795
278	937
1813	1960
1115	1472
229	735
4061	1596
12484	1624
23	44
1906	302
4177	3452
7921	762
5510	869
1179	862
7176	1529
3543	2833
